"folioviv","foliohog","numren","sexo","edad","disc1","hablaind","alfabetism","asis_esc"
"1401014403","1","01","1",39,"8","2","1","2"
"1401014403","1","02","1",36,"8","2","1","2"
"1401014403","1","03","1",35,"8","2","1","1"
"1401014403","1","04","1",28,"8","2","1","1"
"1401014403","1","05","1",28,"8","2","1","1"
"1401014403","1","06","2",22,"8","2","1","1"
"1401014405","1","01","1",83,"1","2","1","2"
"1401014405","1","02","2",62,"8","2","1","2"
"1401031001","1","01","1",28,"8","2","1","2"
"1401031001","1","02","2",20,"8","2","1","2"
"1401031001","1","03","2",53,"8","2","1","2"
"1401031001","1","04","1",27,"8","2","1","2"
"1401031001","1","05","2",80,"1","2","1","2"
"1401031001","1","06","2",0,"8","","",""
"1401031002","1","01","1",50,"8","2","1","2"
"1401031002","1","02","2",22,"8","2","1","2"
"1401031002","1","03","1",7,"8","2","1","1"
"1401031003","1","01","1",39,"8","2","1","2"
"1401031003","1","02","2",33,"8","2","1","2"
"1401031003","1","03","2",12,"8","2","1","1"
"1401031003","1","04","2",10,"8","2","1","1"
"1401031003","1","05","1",0,"8","","",""
"1401035602","1","01","1",58,"8","2","1","2"
"1401035602","1","02","2",57,"8","2","1","2"
"1401035602","1","03","2",59,"8","2","1","2"
"1401035602","1","04","2",24,"8","2","1","2"
"1401035604","1","01","1",60,"8","2","1","2"
"1401035604","1","02","2",51,"8","2","1","2"
"1401035604","1","03","1",19,"8","2","1","1"
"1401035605","1","01","1",21,"8","2","1","2"
"1401035605","1","02","1",24,"8","2","1","2"
"1401035606","1","01","2",65,"1","2","1","2"
"1401069701","1","01","2",58,"8","2","1","2"
"1401069701","1","02","1",59,"8","2","1","2"
"1401069701","1","03","1",26,"8","2","1","2"
"1401069702","1","01","1",62,"8","2","1","2"
"1401069702","1","02","2",58,"8","2","1","2"
"1401069703","1","01","1",74,"8","2","1","2"
"1401069703","1","02","2",64,"8","2","1","2"
"1401069703","1","03","2",38,"&","2","1","2"
"1401069703","1","04","1",34,"8","2","1","2"
"1401069705","1","01","2",85,"8","2","1","2"
"1401069705","1","02","2",45,"8","2","1","2"
"1401069705","1","03","1",46,"8","2","1","2"
"1401069706","1","01","1",30,"8","2","1","2"
"1401069706","1","02","2",49,"8","2","1","2"
"1401076201","1","01","1",32,"8","2","1","2"
"1401076201","1","02","2",7,"8","2","1","1"
"1401076202","1","01","1",43,"8","2","1","2"
"1401076202","1","02","2",35,"8","2","1","2"
"1401076202","1","03","1",7,"8","2","1","1"
"1401076202","1","04","1",7,"8","2","1","1"
"1401076203","1","01","2",62,"8","2","1","2"
"1401076203","1","02","2",33,"8","2","1","2"
"1401076203","1","03","1",20,"7","2","2","2"
"1401076203","1","04","1",1,"8","","",""
"1401076204","1","01","1",50,"8","2","1","2"
"1401076204","1","02","2",50,"8","2","1","2"
"1401076204","1","03","2",90,"&","2","1","2"
"1401076204","1","04","1",23,"8","2","1","1"
"1401076204","1","05","2",21,"8","2","1","1"
"1401076204","1","06","2",15,"1","2","1","1"
"1401076205","1","01","2",89,"1","2","1","2"
"1401165502","1","01","1",52,"1","2","1","2"
"1401165502","1","02","2",39,"8","2","1","2"
"1401165502","1","03","2",16,"8","2","1","2"
"1401165502","1","04","2",16,"8","2","1","2"
"1401165502","1","05","1",15,"8","2","1","2"
"1401165503","1","01","2",32,"8","2","1","2"
"1401165503","1","02","1",29,"8","2","1","2"
"1401165503","1","03","1",50,"8","2","1","2"
"1401165503","1","04","2",10,"8","2","1","1"
"1401165503","1","05","1",6,"8","2","2","1"
"1401165503","1","06","1",0,"8","","",""
"1401165505","1","01","2",70,"8","2","1","2"
"1401165505","1","02","2",40,"8","2","1","2"
"1401165505","1","03","2",35,"8","2","1","2"
"1401165505","1","04","1",16,"8","2","1","2"
"1401165505","1","05","2",14,"8","2","1","1"
"1401165505","1","06","2",10,"8","2","1","1"
"1401165505","1","07","2",8,"8","2","1","1"
"1401394301","1","01","2",90,"8","2","1","2"
"1401394301","1","02","2",68,"8","2","1","2"
"1401394301","1","03","1",74,"8","2","1","2"
"1401394303","1","01","1",41,"8","2","1","2"
"1401394303","1","02","2",31,"8","2","1","2"
"1401394303","1","03","2",14,"8","2","1","1"
"1401394303","1","04","1",8,"8","2","1","1"
"1401394303","1","05","2",4,"8","2","2","1"
"1401394304","1","01","1",50,"8","2","1","1"
"1401394304","1","02","2",53,"8","2","1","1"
"1401394306","1","01","2",51,"8","2","1","2"
"1401394306","1","02","1",21,"8","2","1","2"
"1401394306","1","03","2",19,"8","2","1","2"
"1401404902","1","01","1",48,"8","2","1","2"
"1401404902","1","02","1",36,"8","2","1","2"
"1401404904","1","01","2",48,"8","2","1","2"
"1401404904","1","02","2",12,"8","2","1","1"
"1401404904","1","03","1",10,"8","2","1","1"
"1401404906","1","01","1",76,"8","2","1","2"
"1401404906","1","02","2",73,"4","2","1","2"
"1401413801","1","01","1",80,"1","2","1","2"
"1401413801","1","02","2",80,"1","2","1","2"
"1401413801","1","03","2",56,"8","2","1","2"
"1401413802","1","01","1",27,"8","2","1","2"
"1401413802","1","02","2",24,"8","2","1","1"
"1401413802","1","03","2",4,"8","2","2","1"
"1401413804","1","01","1",71,"8","2","1","2"
"1401413804","1","02","2",68,"1","2","1","2"
"1401413804","1","03","2",49,"4","2","1","2"
"1401413804","1","04","1",46,"8","2","1","2"
"1401413804","1","05","2",40,"1","2","1","2"
"1401413804","1","06","2",23,"8","2","1","2"
"1401413804","1","07","2",21,"8","2","1","2"
"1401413804","1","08","1",21,"8","2","1","1"
"1401413805","1","01","1",54,"8","2","1","2"
"1401413805","1","02","2",45,"8","2","1","2"
"1401440401","1","01","1",33,"8","2","1","2"
"1401440401","1","02","2",32,"8","2","1","2"
"1401440401","1","03","2",8,"8","2","1","1"
"1401440401","1","04","2",3,"8","2","2","1"
"1401440403","1","01","2",59,"8","2","1","2"
"1401440404","1","01","2",56,"1","2","1","2"
"1401440404","1","02","1",65,"2","2","1","2"
"1401440404","1","03","2",25,"8","2","1","2"
"1401440404","1","04","2",31,"8","2","1","2"
"1401440404","1","05","2",5,"8","2","2","1"
"1401440405","1","01","1",29,"8","2","1","2"
"1401440405","1","02","2",33,"8","2","1","2"
"1401440405","1","03","2",77,"8","2","1","2"
"1401440405","1","04","1",11,"8","2","1","1"
"1401440406","1","01","1",71,"8","2","1","2"
"1401465001","1","01","1",90,"1","2","2","2"
"1401465001","1","02","2",79,"8","2","1","2"
"1401465003","1","01","1",26,"8","2","1","2"
"1401465003","1","02","2",27,"8","2","1","2"
"1401465004","1","01","2",38,"8","2","1","2"
"1401465004","1","02","2",32,"8","2","1","2"
"1401465004","1","03","1",36,"8","2","1","2"
"1401465004","1","04","1",15,"8","2","1","1"
"1401465004","1","05","2",14,"8","2","1","1"
"1401465004","1","06","1",10,"8","2","1","1"
"1401465004","1","07","1",11,"8","2","1","1"
"1401465004","1","08","1",6,"8","2","1","1"
"1401465004","2","01","2",36,"8","2","1","2"
"1401465004","2","02","2",27,"8","2","1","2"
"1401465005","1","01","2",40,"8","2","1","2"
"1401465005","1","02","2",20,"8","2","1","1"
"1401498601","1","01","1",29,"8","2","1","2"
"1401498601","1","02","2",29,"8","2","1","2"
"1401498602","1","01","1",70,"8","2","1","2"
"1401498602","1","02","1",60,"8","2","1","2"
"1401498602","1","03","1",29,"8","2","1","2"
"1401498603","1","01","1",29,"8","2","1","1"
"1401498603","1","02","2",24,"8","2","1","1"
"1401498604","1","01","1",50,"8","2","1","2"
"1401498604","1","02","2",46,"8","2","1","2"
"1401498604","1","03","2",19,"8","2","1","1"
"1401498604","1","04","1",18,"8","2","1","1"
"1401498604","1","05","1",14,"8","2","1","1"
"1401498604","1","06","2",10,"1","2","1","1"
"1401545403","1","01","2",65,"8","2","1","2"
"1401545403","1","02","2",35,"8","2","1","2"
"1401545405","1","01","1",50,"8","2","1","2"
"1401545405","1","02","2",43,"8","2","1","2"
"1401545405","1","03","1",20,"8","2","1","1"
"1401545405","1","04","2",14,"8","2","1","1"
"1401610701","1","01","2",58,"8","2","1","2"
"1401610701","1","02","1",31,"8","2","1","2"
"1401610701","1","03","2",23,"8","2","1","2"
"1401610701","1","04","2",1,"8","","",""
"1401610702","1","01","1",43,"8","2","1","2"
"1401610704","1","01","1",54,"8","2","1","2"
"1401610705","1","01","1",18,"8","2","1","1"
"1401610706","1","01","2",95,"8","2","1","2"
"1401610706","1","02","2",65,"8","2","1","2"
"1401629203","1","01","1",74,"8","2","1","2"
"1401629203","1","02","1",40,"7","2","2","2"
"1401629204","1","01","2",63,"1","2","1","2"
"1401629205","1","01","1",75,"8","2","1","2"
"1401629205","1","02","2",63,"8","2","1","2"
"1401629205","1","03","2",21,"8","2","1","1"
"1401737502","1","01","2",80,"1","2","1","2"
"1401737502","1","02","2",39,"8","2","1","2"
"1401737502","1","03","1",54,"2","2","1","2"
"1401737502","1","04","1",40,"8","2","1","2"
"1401737502","1","05","1",27,"8","2","1","2"
"1401737503","1","01","1",59,"8","2","1","2"
"1401737503","1","02","2",62,"1","1","1","2"
"1401737503","1","03","1",31,"8","2","1","1"
"1401737503","1","04","2",26,"8","2","1","2"
"1401737503","1","05","1",26,"8","2","1","2"
"1401737503","1","06","2",3,"8","2","2","2"
"1401737504","1","01","2",69,"8","2","1","2"
"1401737504","1","02","2",27,"8","2","1","1"
"1401737504","1","03","1",70,"8","2","1","2"
"1401737506","1","01","1",27,"8","2","1","2"
"1401737506","1","02","2",32,"8","2","1","2"
"1401784401","1","01","1",28,"8","2","1","1"
"1401784401","1","02","2",28,"8","2","1","2"
"1401784401","1","03","1",2,"8","","",""
"1401784402","1","01","2",36,"8","2","1","2"
"1401784402","1","02","1",39,"8","2","1","2"
"1401784402","1","03","1",7,"8","2","1","1"
"1401784402","1","04","2",0,"8","","",""
"1401784403","1","01","1",47,"8","2","1","2"
"1401784403","1","02","2",44,"8","2","1","2"
"1401784403","1","03","2",25,"8","2","1","2"
"1401784403","1","04","1",23,"8","2","1","2"
"1401784403","1","05","1",5,"8","2","2","1"
"1401784404","1","01","1",56,"4","2","1","2"
"1401784404","1","02","2",58,"3","2","1","2"
"1401784404","1","03","2",34,"8","2","1","2"
"1401784404","1","04","2",14,"8","2","1","1"
"1401784404","1","05","2",10,"8","2","1","1"
"1401784404","1","06","2",3,"8","2","2","2"
"1401784405","1","01","2",46,"7","2","1","2"
"1401784405","1","02","2",15,"8","2","1","2"
"1401784406","1","01","1",61,"8","2","1","2"
"1401784406","1","02","2",64,"1","2","1","2"
"1401784406","1","03","2",27,"8","2","1","2"
"1401784406","1","04","1",30,"8","2","1","2"
"1401784406","1","05","1",7,"8","2","1","1"
"1401784406","1","06","2",5,"6","2","2","1"
"1401810302","1","01","1",24,"8","2","1","2"
"1401810302","1","02","2",30,"8","2","1","2"
"1401810303","1","01","1",47,"8","2","1","2"
"1401810303","1","02","2",39,"8","2","1","2"
"1401810303","1","03","1",14,"8","2","1","1"
"1401810303","1","04","1",11,"8","2","1","1"
"1401810304","1","01","1",74,"1","2","1","2"
"1401810304","1","02","2",68,"8","2","1","2"
"1401810304","1","03","1",32,"8","2","1","2"
"1401810305","1","01","1",84,"8","2","1","2"
"1401810305","1","02","2",79,"8","2","1","2"
"1401810305","1","03","2",57,"8","2","1","2"
